text,label,predict_label
begini layanan mu puarah banget gak sesuai janji putus nyambung nonton filem buffering terus teknisi gak mengatasi masalah,2,Negatif
kapan bangkrut cacad bet gk niat bet,2,Negatif
uda d rumah mati ga perbaikan,2,Negatif
mon maap tlg lemot bgt td prak itmkg jd telat masuk zoom zz,2,Negatif
mo seharian gini downnya,2,Positif
ngentod lelet bgt,2,Negatif
halo knp koq internet connectionnya slow bgt ya klo buka google gmail,2,Negatif
kno sih nih lemot banget kerjaan gue terbengkalai semua buka google vs gofood cepetan gofood datengnya,2,Negatif
tolong ngelag banget,2,Negatif
tumben jelek,2,Negatif
gentian angel banget connect google,2,Negatif
koncol,2,Negatif
woi mahal doang pelayanan nya sampah maksimal ngga di sosmed ngga chat live ngga ada yang bales tai,2,Negatif
gangguan ada kendala,2,Negatif
kaliini lemoot bgt yaallah,2,Negatif
wtf,2,Negatif
kenapa gak bisa buka spreadsheet sih anjg,2,Negatif
lg gangguan saya internet tp yg gabsa connect,2,Negatif
anjritlah ini knp tb ngedrop,2,Negatif
jadi gitu sekarang udah gak peduliin keluhan bangsat,2,Positif
ini cek speed bisa tpi buka google ga bisa ini yg down,2,Negatif
ngentot,2,Negatif
sumpaah mnt lg gue uprak taii gw lg dirumah lg sial bgt,2,Negatif
googling aja gabisa anjriitt kenapadaahh,2,Negatif
huft gak selemot lho buka apps lama ya,2,Negatif
ngapain o mulu pagi kerjaan keganggu ini,2,Negatif
error gimana si buka google aja lemot,2,Negatif
kontol,2,Negatif
sucks ass now,2,Negatif
udah ya bentar lg gue uprak sumpah,2,Negatif
wkwkwkw nelpon cs jaringan sibuk byk org yg telp csnya utk complain,2,Positif
mati nyala mati nyala teros ya mantap bor,2,Negatif
niat revisian nyari sumber idiot,2,Negatif
lemot bgt dah orang lg kerja kuliah ganggu bgt,2,Negatif
lg jelek banget anjwing,2,Negatif
hah aku kira ku doang yang kek asu ginii,2,Negatif
masih belum bisa bobrok,2,Negatif
tolong ga seru banget gue gabisa buka photo anjir,2,Positif
yaallah ngaco daritadi,2,Negatif
dafuq napa ni tai,2,Negatif
senin loh napasi gangguan,2,Negatif
gangguan nya dipakai sosmed fb twitter ig,2,Negatif
down aja terus kontol,2,Negatif
senin udah gangguan kerjaan,2,Negatif
tolol,2,Negatif
kenap sih lemot mulu heran,2,Negatif
lgi knpa njg,2,Negatif
anjing absen aja susahh,2,Negatif
kuliah online gangguan dah,2,Positif
lemot,2,Negatif
kintil ujian error,2,Negatif
knp sih anjg berulah lg,2,Negatif
ni si lemot disconnect lapor disuruh restart doang hadehh,2,Negatif
sumpah dah aja tai nya kek bzz no hope bgt isp indo,2,Negatif
ya allah ampas,2,Negatif
jancok meh garap ulangan cokk,2,Negatif
halo ya ini kerja ku terhambat hiks,2,Positif
kntol,2,Negatif
kntl,2,Negatif
pls lg ni anjc lemot bgt pls abis praktikumm,2,Negatif
samaan jelek banget,2,Negatif
bangsat tau hidden feenya ngeselin banget,2,Negatif
sumpah gajelas bet,2,Negatif
indihom lemot bgt nich upgrade,2,Negatif
hdeh slowrespon bgt ni tugas w kececeran,2,Negatif
please deh kenapa sih ya ampuun kok suka disconnected sih,2,Negatif
anjiinngg,2,Negatif
setann,2,Negatif
knp caper bgt jd kek indihm anjg lemot parah,2,Negatif
kok jelek banget ya,2,Negatif
anjgg wifi jelek bgt tai,2,Negatif
lagian ini kenapa mati sih sialaann,2,Negatif
enya euy merah ngedip kitu lah alus kang,2,Negatif
apaansi ngelag bat anjeng maen valo,2,Negatif
lelet banget sih kerja nya mau registrasi aja udah jam ga follow up dr telkom kalau daerah gw ga gw sentuh ni,2,Negatif
fakk ilang pas kuliah,2,Negatif
ni jgn sampe gue bilang bapuk ya bentar no internet connection mulu elahh,2,Negatif
udah x seminggu jaringan eror,2,Negatif
koneksi game ga stabil min lag download google drive lamban blm normal,2,Negatif
ni drama astagfirullah,2,Negatif
gils seharian down kompensasi gak,2,Negatif
hahaha bro udah dm telp tetep aja ga direspon teknisi udah janji dateng ga dateng,2,Negatif
ajsjsksksush tolong dongg lemot bgt,2,Negatif
halo internet mati nih buat kerja ini,2,Negatif
di up kaya nya ga ngaruh juga udah dm keluhin gangguan ga dinotice,2,Negatif
ga sadar lemot parah ekspansi,2,Negatif
wkwkwk kasian dr pagi,2,Negatif
jaringan nya jelek banget,2,Negatif
internet lemot hey cek dm,2,Negatif
tolong lahh gini mulu ya dari siang nonton youtube aja buffering,2,Negatif
internet gangguan,2,Negatif
kakk kenapa lemott,2,Negatif
tolong yaa interview magang skype mati internetnya,2,Negatif
boleh diinfo internet down sampe kapan kah,2,Negatif
sedih,2,Negatif
wah gak pemberitahuan nih pantes selow dr pagi kyknya ya,2,Negatif
maty sih aku gabisa keja lohh,2,Negatif
gangguan daerah pontianak,2,Negatif
jujur gue pagi pas kelas sampe ngelag,2,Negatif
lemot min,2,Negatif
min gangguan area cawang kah,2,Negatif
server eror,2,Negatif
jam an inet deh sempet zoom tiba terlempar sampe skrg lemot buka email aja lamanyaada ya min,2,Negatif
cek dm ya udah ketiga kali nya error,2,Negatif
halo min internet semalem gaada jaringan ya,2,Positif
id pel koneksi internet mati jam malam sekarang bs tolong bantu trima kasih,2,Negatif
sdh internet mati wilayah mampangpondok jaya blm jg restored apa kompensasi nya,2,Negatif
selamat pagi saya nomor pelanggan mengalami gangguan layanan internet tv apakah dibantu,2,Positif
maintenancenya sampe jam min sampe skrg bisa,2,Negatif
bisa nya pagi tolong dijadwalkan jam,2,Negatif
halo internet mati nih mohon bantuan nya,2,Negatif
knp ya down bgt internetnya pantes kemarin lemot bgt id pel,2,Negatif
cm pelanggan utk menunggu kenapa estimasi nya jam,2,Negatif
daerah jaka setia bekasi mati internet nya terima kasih,2,Positif
lah kalo gapunya laptop gmn kasih solusi benerlah,2,Positif
lama bangett min jam doang ga sampe seharii,2,Positif
min internet lokasi jakarta timur gangguan mohon diperbaiki trima kasih,2,Negatif
min error dahh streaming bolaa sampe jam errornya id,2,Negatif
min wifinya gangguan gimana sih,2,Negatif
min id tolong dicheck error muluu nih gmnsii,2,Negatif
kenapa error,2,Negatif
min internet gabisa nomer pelanggan,2,Positif
apa masaalahnya mohon info dong besok meeting,2,Negatif
min nopel tv internet mati nih kapan online,2,Negatif
malem wifi matii pdhl kerjaan yg hrs diselesain besok tlg lg knp yahh minggu lg gangguan bgt parahh tlg besok jgn gangguan ya dimohon yaallahh mo nangis,2,Negatif
emang gak banget mabar,2,Negatif
hari weekend loh minggu mesti nunggu utk ketemu minggu tiba pemeliharaan jaringan lelucon,2,Negatif
jawaban lo dr td mulu magabut lu min makan gaji buta basi aahh bangke laah gue jd emosi malem gara lo ini kerjaan gue gimanaa,2,Negatif
wifi error ya tolong cek no cust,2,Negatif
up mbps bln brp,2,Negatif
gak sesuai dgn tagihan yg terima email,2,Positif
parah banget billing tagihan yg dikirim email to layanan tv diputusternyata baya gmn ini gak sesuai dgn email yg terima,2,Positif
selamat pagi saya nomor pelanggan mengalami gangguan layanan internet tv apakah dibantu,2,Positif
halo internet mati nih mohon bantuan nya,2,Negatif
februari gangguan koreksi billing gimana tuh min saya pakai layanan dipalak juga,2,Negatif
akses internal server error situs nya aja ga maintenance dgn baik jaringan nya gmn ini,2,Positif
perasaan pemeliharaan jaringan tp bermasalah juga brp lama seperti standart fm sampe seharian,2,Positif
hai tanggal februari wib koneksi internet gangguan lho alias berfungsi sekali,2,Positif
malem lg push rank wifi error tolong yaa,2,Negatif
lama bangett min jam doang ga sampe seharii,2,Positif
min internet lokasi jakarta timur gangguan mohon diperbaiki trima kasih,2,Negatif
tgl dibenerin diganti colokan nya baru brapa bener skrg maintanance lagi kapan pke fullnya y,2,Negatif
min error dahh streaming bolaa sampe jam errornya id,2,Negatif
min wifinya gangguan gimana sih,2,Negatif
min id tolong dicheck error muluu nih gmnsii,2,Negatif
kenapa error,2,Negatif
min internet gabisa nomer pelanggan,2,Positif
min nopel tv internet mati nih kapan online,2,Negatif
emang gak banget mabar,2,Negatif
min nanya dong menginvasi macem putin gt gimana ya gue barusan bgt nih dimaki atasan gue connections mati kalo jawabanya maaf ketidaknyamanannya lagi cari alamat gue deh ayo berantem gue pgn bgt nonjok lo nih,2,Negatif
mau lan apa nya min updownstreamnya aja ga ada udh kecolok kaga pake wifi,2,Negatif
hari weekend loh minggu mesti nunggu utk ketemu minggu tiba pemeliharaan jaringan lelucon,2,Negatif
jawaban lo dr td mulu magabut lu min makan gaji buta basi aahh bangke laah gue jd emosi malem gara lo ini kerjaan gue gimanaa,2,Negatif
hello bilang nya gangguan jaringan dicek tertulis maintenance alasan pemeliharaan jaringan weekend kompensasi yg utk mengganti ini,2,Negatif
gak sesuai dgn tagihan yg terima email,2,Positif
min besok gue dateline jam sepuluh pagi kalau sampe pagi beres dn gue ttp hrs beli kuota lg jgn teriak gue nggak bayar kompensasi yg lo kasih nggak apa nya sm kerugian gue ini mau ampe nunggak gue ogah bayar,2,Negatif
tertulis aplikasi nya masalah jaringan maintenance,2,Positif
maintenance jam segini biar ape setan,2,Negatif
bikin emosi weekend inet mati,2,Negatif
min nopel ada problem jaringan ato gmn tv internet offline nih,2,Negatif
iya kerjaan gue nggak nunggu udahlah mlm minggu gue hrs lembur digangguin jaringan pula bulan gue bolak beli kuota sampe rb wooy bukannya untung buntung,2,Positif
listrik nyala loh eh loh eh internetnya mati wakakka ampun dah,2,Negatif
mau dinaikin speednya juta mbps pun mikir kali deh langganan bukannya bantu meringankan pikiran jaringan nya bikin stress mulu bhay enough is enough,2,Negatif
gimana nih fm mati no signal internet mati kerja nih bos mohon beresin dong payah loe,2,Negatif
id pelanggan an singal pasaribu bermasalahhadeuhtolong buruk banget pelayanan nya,2,Negatif
halo min no pelanggan sdg offline gmna ya min,2,Positif
id cust no internet connection direfresh cabut kali kendala tlg ditindak lanjuti segera urgent,2,Negatif
enga salah nih penyakit kambuh lagi bulan parah bener parah jaringan nya,2,Negatif
sedang menghitung kali gue protes sm gangguan mulu ganggu kerjaan gue bgt abang gue udh teriak nyuruh gue ganti ade gue jg teriak nyuruh gue ganti tp gue tetep bertahan tp lo skrg merugikan gue finansial ya gmn saran,2,Negatif
ganggu aja lu emang wifi tibatiba error,2,Negatif
hello internet mati gimana ini sekarang weekend loh,2,Negatif
normal apaanya sih coba periksa lg bnr rese bgt sih lo,2,Negatif
tib internetnya gabisa,2,Negatif
ini sih min gangguan udh kali gangguan giliran tagihan aja cepet ga telat bayar internet eror rugi kalo gini no id,2,Negatif
check signal down terus,2,Negatif
kenapa sihh internet klo jam malam lemott sering buffering waktu nya nonton sepakbola ada yg kahh,2,Negatif
tolong min pagi inet mati td jam uda telp call center dibantu pembetulan jaringan tp sampe skrg masi ga bisa ktny trouble area saya cuma nyala lampu power,2,Negatif
ya hilang sinyal gangguan kah,2,Negatif
terus skg mesti ngapain pasrah gitu uda bayar ude besok internet matii boss,2,Negatif
halo dore intenet mati gangguan gimana ya id,2,Negatif
pake kabel ga pake wireless rto nya kerasa banget,2,Negatif
hallo fm selesai perbaikan nya kah disini masih putus id sehari x putus,2,Negatif
haloo udah jam loh internetnya gabisa dipake dm info lanjut,2,Positif
selamat malam mengajukan permohonan berhenti berlangganan apa bisaa dibantu via online tindakan lanjut nya terima kasih,2,Positif
kok gw kek gangguan lampu internet berkedip,2,Negatif
kalo gua sd boongnya liat setan alias anak anjai gua pura buka ma,2,Negatif
allah klo lu dendam bilang anjg napa pas mcl bbii,2,Negatif
dr kemaren sampe skrg jaringan nya jelek bgt deh nangis sih kalo sampe recet gini gue mo ngajar,2,Negatif
kuota tinggal dikit reg paket gak paham sini skrg disuruh berhenti paket kuota lain nya trus sisa kuota gmn trus twitternya jg gmn ckckckck,2,Positif
halo sinyal nya tdk stabil ya kak,2,Positif
lgi erorr ya saya beli paket data dadi,2,Negatif
kenapa tiaptiap malem signalnya suka tiba ilang bahkan cari signal manual aja kalo oke lah berhari loh dalam sehari sampe kali ilang sinyalnyaa tolong diperbaiki,2,Negatif
tolong sinyal anda dramaga ilangilangan menjelang maghrib g setelan jaringan hp reset bobrok sinyal anda,2,Negatif
lg searching tugass inii tp sinyal ga stabil gitu lho kesal akuu pdhl beli kuota gmn penyelesaian nya,2,Negatif
halo ya ini ilang sinyal loh dibenerin lah,2,Negatif
pliss ojok kyok taek poo cok,2,Negatif
buset mahal bgt,2,Negatif
hi min down gimana siang gabisa connect internet,2,Negatif
dear demi allah udah semingguan sinyal g tapi lemot nya lemot banget ga bisa akses instagram juga tolong diperbaiki jaringan nya min besok saya udah aktif nge zoom kuliah soal nya hikss,2,Positif
down kah min sinyal penuh e,2,Negatif
admin udah isi pulsa gagal nih beli paket kesalahan teknis mulu,2,Positif
minsampai no hilang sinyalnyaini surabaya daerah rungkut ya nomor yg digit bisa dibantu,2,Negatif
knp error ya pdhl kuota beli,2,Negatif
knp ya mau pasang paket balesan nya kesalahan teknis mulu,2,Negatif
aku gagal trus,2,Negatif
dm ya sumpah gak bener sinyal,2,Negatif
provider lu bobrok tai udah keluh kesah yg nanggepin bot pula isi pulsa rb habis cuman gara layanan glovinus gk lu tuh sms sampe sms anjir,2,Negatif
hai rima berhenti berlangganan layanan tsb sms unreg spasi mars kirim,2,Positif
min tlg cek id tdk jaringan internet,2,Negatif
internet error ya tolong tweet direspon,2,Negatif
minggu x jaringam koneksi bagaiaman ini,2,Positif
baru idup jamdah mate lagingacooi,2,Negatif
gimana ya udah wifiny nggak bisa bsk dah mo meet gbs gmn si,2,Negatif
haloo knp internet dr kmrn lemot bgt ya download dokumen aja bgt,2,Negatif
wifi lu jelek bgt sumpah,2,Negatif
ga sih kualitas internetnya benerin bayar doang mahal tp mati mulu,2,Negatif
min aja kemaren teknisi dateng rumah kok mati internetnya udh mati brp ini id,2,Negatif
nih bukti nya detik aja ga nyambung,2,Negatif
tanggal sampe udah tanggal estimasi aja ga dikerjain ya perbaikan nya,2,Negatif
sudah aja dari udah coba restart modem aja hasil nya nyambung ga koneksi internet nya,2,Positif
wifi connect ga internet nya parah banget asu,2,Negatif
wifi ga nyala ini waduh gimana si,2,Negatif
belom saya estimasi nya lama aja kalo enak langsung pindah provider lain udah cek website ga dapet info apa,2,Positif
nyala hijau kecuali los nya merah kedip cepat,2,Negatif
kabel lan ga min cabut stop kontak,2,Negatif
maaf baca kumat nih error lg tv wifi nya,2,Negatif
wifi lemot neh,2,Negatif
pertanyaan min estimasi menunggu butuh min,2,Negatif
mulai error lg,2,Negatif
ini internet gangguan kah emang perbaikan lakukan udah pake sungguh kecewa janji perbaikan internetnya,2,Negatif
min internet mati lagee mati lagee,2,Negatif
terpantau koneksi gak stabil,2,Positif
sama aja jancok,2,Negatif
untuk layanan internet problem no signal layanan tv min,2,Negatif
ngent wkakkwmwmkak,2,Negatif
sadar ga sih min banyakan errornya benernya ga kemauan unggul gitu provider lain id,2,Negatif
lemot parah dari kemarin ngecek qualitybya terindikasi gangguan mulu upload attachments email banget takut nya indonesia negara maju uplaodnya selesai,2,Negatif
id pelanggan kenapa internetnya putus ya udah direstart modem gak nyambung terima kasih,2,Negatif
problem nya udah ini udah seminggu wifi mati total kapan benernya percuma bayar kalo kyk gini tolong perbaiki id,2,Negatif
ada problem sih emang nya,2,Negatif
internet ajaib lapor gangguan udh kyk gini gimana lapor gangguan ganti nih,2,Negatif
laporan tt benerin ini busuk malam speedtest jaringan aja ga lolos ga upload throtle main game packet loss gede rto terus gmn pelayanan nya,2,Negatif
jaringan wifi los teknisi kunjung rumah menangani kemarin via dm adminnya konfirmasi datang tolong penanganan nya segera id,2,Positif
jgn kyk anjing deh tolong,2,Negatif
jaringan nya lemot ya,2,Negatif
napa sii pagi lemot,2,Negatif
hmm down ya takira wifiku aja,2,Negatif
anjing pol,2,Negatif
meninggoy,2,Negatif
kumat lg,2,Negatif
kontol,2,Negatif
lagi netflixan kampret tiba down,2,Negatif
mood sunday gue dirusak oleh gangguan,2,Negatif
down anjing,2,Negatif
pake kali down total tetep kesel sih,2,Negatif
nape woy mati mau daily ni ganggu aje,2,Negatif
allah kenapaa ni udah annoying jgn kayak indihomo deh,2,Negatif
minggu loss dijanjikan perbaikan senin,2,Negatif
drama bgt signal ngeluarin duit lg beli kuota huu,2,Negatif
aja anjir jd ping gede mulu,2,Negatif
lu ngerti kontol ga blok,2,Negatif
asu kontol memek,2,Negatif
bangsat jam segini o,2,Negatif
pls lemot banget kepencet sticker dino kuning pas unsend keburu read duluan sgt memalukan,2,Negatif
lemot sie,2,Negatif
pntq,2,Negatif
ya first med anjing,2,Negatif
skg kalo malem ngapa lemot bgt ya,2,Negatif
saking lemot nya gue sampe beli paketan nonton twenty five twenty one anjingg lemot trs bangsat,2,Negatif
kau mati dodol,2,Negatif
ni kabel gigit biawak lg ya dasar laut sampah x sumpah,2,Negatif
ok will error again in,2,Negatif
p om lemot jaringan ak,2,Negatif
cant even survive in my living room let alone my bedroom and i live in setiabudi sucks but gb for k got nothing to complain,2,Negatif
ini ngapa kaya bngst si jd kaga ngepush rank,2,Negatif
kaya taek,2,Negatif
ngelegg bangett,2,Negatif
haloo min ko jaringan lemot banget si benda pamulang apalagi ini bener parah lemot nya,2,Negatif
sinyal nya cacat bgt,2,Negatif
tolong jaringan ini di kampung rata pake satu kampung emosian karna jaringan lemot parah,2,Negatif
taii pulsa gua kesedott,2,Negatif
ini kalo malem emng ngelag gini kah gimanaa,2,Negatif
jelek banget w ga bisa muter video ini,2,Negatif
nonton youtube kaga bisa buka pic twitter gabisa bener dah bgst,2,Positif
jaringan payah jaman maju lemot aja benda pamulang tangsel jaringan ilang g,2,Negatif
kenapasi kontol gaguna disaat wifi mati brengsek anjing emosi stengah mati gue anjngg,2,Negatif
bangsat babi,2,Negatif
heran banget sinyal internet wifi myrep lemot banget,2,Positif
fuck lu gajelas,2,Negatif
jelek jaringan nya,2,Negatif
bobo aja lah kumat lemot nya,2,Negatif
tolong lemot,2,Negatif
sinyal kemarin ngajak gelud,2,Negatif
nyebelin bgt,2,Negatif
sumpah apapun lo asu bgt,2,Negatif
error mulu deh kemaren,2,Negatif
lama jd goblokfren dah jelek bet sinyalny,2,Negatif
smafren anjing,2,Negatif
sinyal macem anjing,2,Negatif
sinyal nya kaya tai,2,Negatif
fuck you fuck you all smafrens stakeholder yang hidup dari nipu customer fuck you,2,Negatif
ngeri main kelen njing aneh aja no ku hanya panggilan sms ga bisa ner,2,Negatif
kau jgn pk itu plat merah ganti aza broo,2,Negatif
byu ilang mulu sinyal nya pas abis ujan cikarang barat kecewa sih fix mah ganti kartu lain soal nya ilangnya gak sebentar sampe jam full udah berturut,2,Negatif
halo signalnya stabil sulit menghubungi temanteman dm mengatasi nya,2,Positif
sinyal mu parah banget tapaktuan terakhir ga stabil hilang parah,2,Negatif
anjeng,2,Negatif
min pelaporan cancel tidak wifi normal,2,Negatif
permisi minini dr semalem los nya nyala mulu ya gaada koneksi pelanggan,2,Negatif
kok down min status cek perbaikan mundur tgl selesai,2,Negatif
id pelanggan saya berhenti berlangganan mohon diproses trims,2,Netral
sekarang sering gada koneksi internetnyaa asuu bbgtt cape kalo pas main ml tbtb ngelagg tolong,2,Negatif
min gangguan,2,Negatif
tgl gak ta keburu butuh banget yaallah,2,Positif
langsung copot aja perbesok tgl ga,2,Positif
tolong min cek secapatnya ga jaringan nya warna merah ngedip ngedil tolong diperbaiki secepatnya,2,Negatif
min udh jam gabisa nyambung ya pdhl sinyal full modem nyala knp ni,2,Negatif
sama nih pagi ngadat ngga sinyal internet modem hijau semua parah,2,Negatif
mati internet sebulan mesti kali sekarang mati ngga reakasi perbaikan capek dah,2,Negatif
andronugra malem admin apakah gangguan malem ini klo iya smpe kapan makasih,2,Negatif
masuk aplikasi nya aja gabisa,2,Positif
ini layanan putus sambung hari dan kontrol backend kalian what a solution,2,Positif
suka lemot kak,2,Negatif
apa dibuatkan jadwal kunjungan teknisi rmh ada trouble jaringantks,2,Positif
id status online tpi internet tersambung mohon dibantu,2,Negatif
bener aja malem signalnya ga mulu belajar gw wehh besok ujiann,2,Negatif
x jam gangguan internet februari min bayar nya full kompensasi pengurangan tolong gangguan,2,Negatif
lemot banget udah refresh website lemot,2,Negatif
gabisa buka mbanking loh becandaa bangett,2,Negatif
sumpah nangis bgt gue,2,Negatif
pringsewu kgk sih lemot bgt indie,2,Negatif
yaallah kemaren lemot bgt sampe gitu,2,Negatif
jaringan udh kayak merek plat merah yaa minggu ini thankss ketidak stabilan wifinya,2,Negatif
ganti aja ye indirumah kelewatan lemot nya,2,Negatif
fix your shit,2,Negatif
gangguan,2,Negatif
gue udh beralih tai,2,Negatif
dikandani ganti,2,Negatif
tenryata yg mnegeluh lemot tida ak hnghg,2,Negatif
segeraa kerjaan terganggu iniayoo ayoo km bisaa,2,Positif
buka twitter liat timeline buka twitter marahmarah besok kalo udah alternatif udah on progress masuk komplek langsung gw putus indigo,2,Positif
sudah los,2,Negatif
pake kartu lelet parah kouta serasa gak kouta jirr,2,Negatif
bgst,2,Negatif
ngapa dah login game aja susah gini,2,Negatif
ya sinyal nya jelek mulu sih tolong bagusin sinyal nya kayak sebelumnya ya semenjak gabung tri banget kendala nya gc beli paketan internee pulsa kesedot sinyal nya gc jelas,2,Negatif
sumpah frustrasi banget ilangan,2,Negatif
bukan ngatain km ntu jaringan ky tai,2,Negatif
anjing,2,Negatif
asli dah lemot,2,Negatif
sebel bgt,2,Negatif
capek bgt sumpah pdhl ngk beli apa tiba kesedot ae pulsa w,2,Negatif
u ngapa sii,2,Negatif
smafren kenapa hah,2,Negatif
lelet bgt cokk asu,2,Negatif
pake jaringan nya buruk bgt,2,Negatif
ga smart anjg,2,Negatif
benci banget kalo paket inet ga jelas bangke emang,2,Positif
kenapa ditempat lelet ya telkomsel,2,Negatif
simpati ngampass,2,Negatif
tapi anakan nya si byu kaga segitu dimari om ngeselin banget,2,Negatif
kenapa telkomsel lemot banget ya padhal bar sinyal,2,Negatif
telkomsel g maksimal kebutuhan telekomunikasi mandalika dapat apresiasu jurnalis motogp simon patter,2,Positif
telkomsel sih kesel bgt pagi,2,Negatif
balikin kuota murah min kyk kmaren mahal kuota skarang,2,Positif
sepertinya gak akses twitter ya,2,Positif
jaringan telkomsel tain acong,2,Negatif
paket data telkomsel naek harga nya,2,Positif
beli router orbit lancar setelahnya sinyal ilang ilangan bikin susah,2,Negatif
masalah nya dipelosok desa orbit gg masukbahkan indiehome kaga adabahkan sinyal hp susah trus solusi gimana,2,Positif
wifi mati,2,Negatif
min daerah tangsel error tolong dibales ya,2,Negatif
ko bngt min padhl bayar nya wktu tp bngt eror,2,Negatif
iya min lag bgt ya id,2,Negatif
kompensasi nyata cuman ucapan kompensasi nya bayar pake duit daun gk murah kerja kayak tau minggu bisa nya gangguan jaringan doang,2,Positif
mis min wifinya banget eror knp ya,2,Negatif
seharian mati nga beres,2,Negatif
error lg tolong benerin jaringan nya,2,Negatif
selamat pagiid koneksi nya terputusmohon perbaikan krn koneksi utk meeting terima kasih,2,Positif
setuju telat bayar dikit kena denda internet mati berjam ku rangin tagihan ceban opportunity cost ceban,2,Negatif
sebulan gangguan mulu blm pakai internet dgn normal abis dibayar sih bilang kasih kompensasi cuman doang ngotak dikit sampe malem kompensasi nya gede kek free potongan,2,Negatif
min tolong id internet gbs buka yt web dll kenapa kalo browsing google gabisa masuk web nya urgent,2,Negatif
gua pake gara ga opsi indiehome belon masuk daerah gua knp kantor telkom deket sini kemaren my republic gali kabel begitu beres gua pindah,2,Positif
oi ngerti bahasa indonesia kan pokok nya sampe jam belon beres gua gratis,2,Negatif
jam mati sakit jiwa lo,2,Negatif
wifi ko lemot ya min,2,Negatif
min internet gabisa web yt dll andriyanriandicom,2,Positif
busetlama banget min uda tgl maret jam maret jam,2,Negatif
id gangguan koneksi internetmohon diperbaiki diperhitungkan kompensasi nya,2,Negatif
bisa dibantu refresh udah kali mati hidupkan tetep,2,Negatif
min nyala nya id pelanggan,2,Netral
min no id knp ngelag bgt td abis maghrib dibayar,2,Negatif
min mati mulu ngapasi ah elah udh dri kemaren gangguan mulu,2,Negatif
nugas nih gila banget,2,Negatif
minn ko gabisa ni koneksi internetnya id mohon perbaiki ya minn,2,Negatif
internetnya mati yaa,2,Negatif
ralat layanan berfungsi internet tv cable nya tgl sd maret,2,Positif
mantau cepet beresin gangguan melulu ini jam mantau apa berein cepet,2,Negatif
mohon klarifikasi nya adjusment tagihan dipotong rp layanan berfungsi internet tv cable nya tgl sd maret,2,Negatif
tolong error dah rugi woi bayar error terus,2,Negatif
daerah malang emg down gimana nih udh jam loh,2,Negatif
gangguan melulu perbaikan nya engga kira jam anak bikin tugas video clip proses nya dikumpulkan kemarin malam ee mati internet ya engga disubmit tugas jam segini mati,2,Negatif
tolong wifi mati webinar crypto nih,2,Negatif
halo min tolong cek wifi eror id nya,2,Negatif
jaringan nih mati hadehh,2,Negatif
dari kemaren menunggu mulu ga,2,Negatif
saya menunggu tgl dibereskan alasan kq mutar aja kek jaringan internetnya,2,Negatif
maksud nya problem min gangguan kemarin pemeliharaan jaringan pemeliharaan jaringan kelar kq gangguan inhouse se yg mana sebelum pemeliharaan jaringan baik saja pemeliharaan jaringan kq pindah inhouse gangguan nya,2,Negatif
kalo kayak gini mending ganti provider deh,2,Negatif
masih ga connect device,2,Netral
lampu power nyala pon hijau los mati kendala internet,2,Negatif
males situ ngecek area yg gangguan heran akutu banget gangguan mbok ya tolong sering mengecewakan konsumen yang ngeluh gak lho ini tapi pelanggan seindonesia,2,Negatif
koq pemeliharaan tiba teknisi sebenarnya si,2,Negatif
indikator wifi modem menyala min dicoba restart hasil nya,2,Negatif
biar sih bos koneksi ampas gangguan gak putus ditambah mati total sekali terus bayar juragan,2,Negatif
ngapa sih ppq,2,Negatif
nyesel putus ama,2,Negatif
kontol,2,Negatif
ganti aja kalo kecover mah,2,Negatif
internet udah tau laptop nya intel celeron ram gb,2,Negatif
udah masuk daerah sy harga nya lumayan mahal walapun dipasang fiber optik sih,2,Positif
ngenttoott matii ajaa lu kontol,2,Negatif
emang msih error smpe sekarang,2,Negatif
disini i hate it,2,Negatif
mati mulu pls,2,Negatif
ama zoom apasi suara nya lancar tp video ga jalan,2,Positif
gblok,2,Negatif
ini yg gangguan emg whatsapp yg down ya,2,Negatif
wooi pagi jaringan telkomsel lu menghilang bikin repot aja,2,Negatif
ngga duludulu netflix emang diblok tapi skrg udah ngga,2,Negatif
knp sih ya allah dr semalem gabisa konek internet,2,Negatif
gaje anjir,2,Negatif
sumpah prot nyusahin orang kerja menghambat orang kerja apa tida takut dosa menghambat rezeki orang,2,Negatif
jaringan m hilang kecamatan sekolaq darat kabupaten kutai barat ini tolong diperbaiki jaringan nya,2,Positif
kenapasi tailah,2,Negatif
nder wkwk tp sabar jaringan kdg lemot xixi,2,Negatif
suka korupsi kuota,2,Negatif
kntll mahal ngadi aja sinyal nya,2,Negatif
setres bgt guee error pagi sengaja nugas malem kirain udh belom yaallah istighfar mah tugas terbengkalai,2,Negatif
engga gangguan ajgg,2,Negatif
seriusan nih ga bisa,2,Positif
halo jaringan nya daerah tangsel saya ganti jelek lag jaringan ngga stabil terima kasih,2,Negatif
ntah salah nya udh mlm jaringan wifi gak sekali selalu dikasih info tp perbaikan jaringan sampe hari merepotkan ya,2,Positif
byu aneh banget anjngg lemot banget kenapasihh gue kerja woi,2,Negatif
juga lemot,2,Negatif
ga banget seharian mati nyala,2,Negatif
daerah bogor dah jam error apa bayar billing gangguan jaringan jam ini,2,Negatif
sekali nya gangguan lamaa bangett,2,Negatif
jelek bgt telkomsel jg ampas giliran gua udh bikin ppt cakep jd ruined recordingnya grgr gw ngelagg anjing,2,Negatif
sumpah wifi kenapasi siang gabisa dipake,2,Negatif
