username,comment,comment_cleansing
@mygmailatwork6647,"['petral', 'active', 'nih', 'bubarin', 'pertamina']",petral active nih bubarin pertamina
@Permisi234,"['hukum', 'kasihan', 'anak', 'istri', 'kasih', 'sanksi', 'sosial', 'suruh', 'minum', 'truk', 'tangki', 'pertamax']",hukum kasihan anak istri kasih sanksi sosial suruh minum truk tangki pertamax
@dzikrilukmannulhakim1950,['paling'],paling
@duniaanak7479,"['wkwkwkw', 'santay']",wkwkwkw santay
@johankurniawan4749,"['tipu', 'besar', 'masyarakat', 'masyarakat', 'hadap', 'sulit', 'pimpin', 'bantai', 'enggak', 'duli', 'nyawa', 'taruh', 'dasar', 'khianat', 'bangsa', 'jarusnya', 'pimpin', 'rakus', 'indonesia', 'emak', 'bapak', 'bangga', 'anak', 'rakus', 'tipu', 'masyarakat']",tipu besar masyarakat masyarakat hadap sulit pimpin bantai enggak duli nyawa taruh dasar khianat bangsa jarusnya pimpin rakus indonesia emak bapak bangga anak rakus tipu masyarakat
@SuhermanMinarto,"['allah', 'gaji', 'mu', 'lipat', 'lipat', 'gaji', 'serakah']",allah gaji mu lipat lipat gaji serakah
@MulYadi-w4u,"['bagus', 'orang', 'sangka', 'iniu', 'langsung', 'gantung', 'monas', 'biaar', 'saksi', 'masarakat', 'indonesia']",bagus orang sangka iniu langsung gantung monas biaar saksi masarakat indonesia
@AndijAndika,"['moes', 'pecah', 'rekor', 'korupsi', 'indonesia', 'pecah', 'chalid', 'and', 'family']",moes pecah rekor korupsi indonesia pecah chalid and family
@hendrozeni5332,"['rakyat', 'rugi', 'beli', 'negara']",rakyat rugi beli negara
@MusicBot36,"['bangsa', 'bbm', 'langka', 'pertalite']",bangsa bbm langka pertalite
@anwarsadewa8588,"['kirim', 'nusakambanban', 'miskin']",kirim nusakambanban miskin
@LANSIA_MANDIRI,"['enak', 'lu', 'tuh', 'duit', 'lu', 'kasih', 'jabat', 'haa', 'hewan']",enak lu tuh duit lu kasih jabat haa hewan
@triandika4621,['muak'],muak
@tiangpundi,"['inisiator', 'tahu', 'main']",inisiator tahu main
@yohanestaufik8556,"['hukum', 'gantung', 'monas', 'koruptor']",hukum gantung monas koruptor
@alvinnsz,"['heran', 'bela', 'koruptor', 'what', 'an', 'idiot']",heran bela koruptor what an idiot
@wayanbawa7167,"['keren', 'semangat']",keren semangat
@manhuahuwa,"['bunda', 'wisuda', 'ok', 'langsung', 'papi', 'kerja', 'dpr', 'bunda']",bunda wisuda ok langsung papi kerja dpr bunda
@ReiArdianArt,"['layak', 'hukum', 'mati']",layak hukum mati
@endangrohanda2412,"['coba', 'hukum', 'mati', 'koruptor', 'biar', 'efek', 'jera']",coba hukum mati koruptor biar efek jera
@TiknyoSaja,"['vonis', 'tebak']",vonis tebak
@bintang001,"['wes', 'ta', 'kabeh', 'koruptor', 'hukum', 'gantung', 'kayak', 'cina', 'tembak', 'mati', 'wes', 'enggak', 'berani', 'hukum', 'mati']",wes ta kabeh koruptor hukum gantung kayak cina tembak mati wes enggak berani hukum mati
@madbumburo2406,"['biang', 'kerok', 'bbm', 'harga']",biang kerok bbm harga
@madbumburo2406,"['bersih', 'pertamina', 'komplot', 'tangkap']",bersih pertamina komplot tangkap
@cosmanx1258,"['kah', 'temu', 'mobil', 'isi', 'pertamax', 'mobil', 'jalan', 'tarik', 'mobil', 'gembos', 'uras', 'tangki', 'bensin', 'curiga', 'kandung', 'ethanol', 'campur', 'pertamax', 'bentuk', 'endap', 'tangki', 'arti', 'unsur', 'sesuai', 'spesifikasi', 'pertamax', 'campur', 'telusur', 'hal', 'spbu', 'pasok', 'bensin', 'kilang', 'ketemu', 'muasal']",kah temu mobil isi pertamax mobil jalan tarik mobil gembos uras tangki bensin curiga kandung ethanol campur pertamax bentuk endap tangki arti unsur sesuai spesifikasi pertamax campur telusur hal spbu pasok bensin kilang ketemu muasal
@munyok2768,"['mending', 'langsung', 'gorok', 'sangka', 'rakyat', 'indonesia', 'bodoh']",mending langsung gorok sangka rakyat indonesia bodoh
@dinar-d4b,"['kuak', 'korupsi', 'semesta']",kuak korupsi semesta
@bachtiarrifai3044,"['ah', 'bawah', 'direksi', 'dsn', 'komut', 'enggak', 'tau', 'kelas', 'tri']",ah bawah direksi dsn komut enggak tau kelas tri
@petarung7777,"['koruptor', 'negara', 'harga', 'baju', 'tahan', 'kancing', 'bravo', 'koruptor']",koruptor negara harga baju tahan kancing bravo koruptor
@aryaadinda8088,"['tanda', 'korupsi', 'rajalela', 'kayak', 'kayak', 'miskin', 'miskin']",tanda korupsi rajalela kayak kayak miskin miskin
@iwanagustinusong3506,"['enggak', 'tes', 'lab', 'teh', 'bensine']",enggak tes lab teh bensine
@salamstudio6830,"['tunggu', 'drama', 'receh', 'viral', 'tutup', 'besar']",tunggu drama receh viral tutup besar
@santoatmaja116,"['sri', 'mulyani', 'tau', 'enggak', 'uang', 'rakyat', 'bancaan', 'kaum', 'jabat', 'rakyat', 'perass']",sri mulyani tau enggak uang rakyat bancaan kaum jabat rakyat perass
@djm9358,"['arak', 'enggak', 'suruh', 'bawa', 'minyak', 'sangka', 'kayak', 'curi', 'singkong', 'pisang', 'nanyak']",arak enggak suruh bawa minyak sangka kayak curi singkong pisang nanyak
@Guemikey,['mammpuss'],mammpuss
@DeniGanrez,"['gila', 'negara', 'kooruupp']",gila negara kooruupp
@hairulanam7684,"['hukum', 'maattii']",hukum maattii
@papilucky5315,"['jabat', 'maling', 'pintar', 'kalo', 'maling', 'hadeeuuhh']",jabat maling pintar kalo maling hadeeuuhh
@ramanal5956,"['mantap', 'bapak', 'rakyat', 'prabowo', 'ungkap', 'president', 'salut', 'president', 'kpentingan', 'rakyat', 'almarhum', 'mantan', 'presiden', 'suhaarto', 'anak', 'didik', 'mantan', 'presiden', 'almarhum', 'suharto', 'ragu', 'ketegasanya', 'bela', 'negara', 'rakyat', 'ngapunten', 'mantan', 'president', 'omon', 'rakyat', 'rasa', 'mantan', 'president', 'pimpin', 'negeri', 'almarhum', 'suharto', 'nilai', 'ktimbang', 'kayak', 'prabowo', 'rakyat', 'depan', 'salut', 'presiden', 'rakyat', 'kaleng', 'almarhum', 'suharto', 'kasih', 'jempol']",mantap bapak rakyat prabowo ungkap president salut president kpentingan rakyat almarhum mantan presiden suhaarto anak didik mantan presiden almarhum suharto ragu ketegasanya bela negara rakyat ngapunten mantan president omon rakyat rasa mantan president pimpin negeri almarhum suharto nilai ktimbang kayak prabowo rakyat depan salut presiden rakyat kaleng almarhum suharto kasih jempol
@AttinSinaga,"['turun', 'binatang']",turun binatang
@Kalimontok,"['maling', 'ron', 'oplos', 'juta', 'orang', 'tipu', 'beli', 'pertamax', 'isi', 'pertalite']",maling ron oplos juta orang tipu beli pertamax isi pertalite
@masalikarya6610,"['hukum', 'mati']",hukum mati
@pimpim1979,"['libat', 'bawa', 'monas', 'siap', 'hukum', 'potong', 'tangan', 'curi', 'gila', 'orang', 'nipu', 'juta', 'rakyat']",libat bawa monas siap hukum potong tangan curi gila orang nipu juta rakyat
@karsonopangestu3136,[],
@dhonkraygaming2292,"['orang', 'sampah', 'sebenr', 'hidup', 'mrrugikan', 'umat']",orang sampah sebenr hidup mrrugikan umat
@wizh007,"['ujung', 'kena']",ujung kena
@pandemaderambi3886,"['owhh', 'korupsi', 'hkumnya', 'sgitu']",owhh korupsi hkumnya sgitu
@artissaymon245,"['emaknya', 'lonte']",emaknya lonte
@mochtarhirland8653,"['wujud', 'manusia', 'dlmnya', 'iblis', 'siluman']",wujud manusia dlmnya iblis siluman
@MiOld-h8q,"['geng', 'kakek', 'sugiono']",geng kakek sugiono
@irh71ful,"['hukum', 'mati', 'telanjur', 'negara', 'hukum', 'mati', 'sangka', 'mati', 'adil', 'jalan']",hukum mati telanjur negara hukum mati sangka mati adil jalan
@dyon7630,"['mukenya', 'burik', 'plus', 'laku', 'burix']",mukenya burik plus laku burix
@yudhi55,"['jancokk', 'bela', 'mahal', 'beli', 'pertamax', 'oplos']",jancokk bela mahal beli pertamax oplos
@silvibakpao1,"['muka', 'muka', 'senang', 'enggak', 'salah', 'anjir', 'gedek']",muka muka senang enggak salah anjir gedek
@Moh.salametSalamet,"['penjara', 'maleng', 'curi', 'uang', 'negara', 'miskin', 'jatuh', 'sangsi', 'hukum', 'mati', 'titik', 'jerah', 'tampa']",penjara maleng curi uang negara miskin jatuh sangsi hukum mati titik jerah tampa
@gadgetklinik6482,"['miskin', 'koruptor', 'koruptor', 'produk', 'rakyat', 'miskin']",miskin koruptor koruptor produk rakyat miskin
@Intro-z6b,['penjara'],penjara
@endropurnomo5243,"['hukum', 'berat', 'ambil', 'harta', 'hasil', 'korupsi', 'sejahtera', 'rakyat', 'indonesian']",hukum berat ambil harta hasil korupsi sejahtera rakyat indonesian
@juhairiyantoajha6748,"['danantara', 'luncur', 'salah', 'usaha', 'plat', 'merah', 'pertamina', 'landa', 'korupsi', 'jombo', 'danantara', 'alam', 'nasib', 'korupsi', 'tikus', 'dasi', 'tanda', 'gelap', 'rovolusi', 'korupsi']",danantara luncur salah usaha plat merah pertamina landa korupsi jombo danantara alam nasib korupsi tikus dasi tanda gelap rovolusi korupsi
@radisuryadi233,['hebat'],hebat
@SonIbanez,"['masyarakat', 'manut', 'premiun', 'ubah', 'pertalite', 'nurut', 'pertalite', 'disurh', 'pertamax', 'ngikut', 'biar', 'anggar', 'pesta', 'badut', 'main', 'licin', 'belut', 'dut', 'dut']",masyarakat manut premiun ubah pertalite nurut pertalite disurh pertamax ngikut biar anggar pesta badut main licin belut dut dut
@waskitowaskiti5485,"['hukum', 'masuk', 'laut', 'manusia', 'serakah', 'anak', 'cucu', 'mu', 'tanggung', 'malu']",hukum masuk laut manusia serakah anak cucu mu tanggung malu
@Cfar1do,"['hakim', 'jatuh', 'hukum', 'mati', 'koruptor']",hakim jatuh hukum mati koruptor
@dendiDaulay,"['munafiq', 'sodorin', 'duit', 'koper', 'kuat', 'kuat', 'iman', 'sodorin', 'duit', 'koper', 'koper', 'luntur']",munafiq sodorin duit koper kuat kuat iman sodorin duit koper koper luntur
@gugusmirsanto1350,"['produk', 'baja', 'indonesia', 'bilang', 'jelek', 'aspal', 'biar', 'import']",produk baja indonesia bilang jelek aspal biar import
@junaajah3414,"['korupsi', 'ratus', 't', 'denda', 'untung']",korupsi ratus t denda untung
@radfix02,"['internasional', 'lho', 'salah', 'alas', 'jual', 'minyak', 'kualitas', 'buruk', 'negeri']",internasional lho salah alas jual minyak kualitas buruk negeri
@hasanbahrudinytb,"['tenang', 'bui', 'nikmat', 'hasil', 'maling']",tenang bui nikmat hasil maling
@fickyq6004,"['mantap', 'prabowo', 'persiden', 'kuak', 'korupsi', 'besar', 'pamtesan', 'harga', 'bbm', 'petamina', 'rugi', 'rupa', 'nua', 'korupsi']",mantap prabowo persiden kuak korupsi besar pamtesan harga bbm petamina rugi rupa nua korupsi
@priaganteng7724,"['rugi', 'negara', 'rugi', 'rakyat']",rugi negara rugi rakyat
@fickyq6004,"['presiden', 'koruptor', 'besar', 'tangkap', 'pantesan', 'pertamina', 'rugi', 'rupa', 'dapat', 'dalang', 'pertamina', 'enggak', 'rugi', 'enggak', 'korupsi', 'mungkinn', 'bbm', 'angsur', 'turun', 'harga']",presiden koruptor besar tangkap pantesan pertamina rugi rupa dapat dalang pertamina enggak rugi enggak korupsi mungkinn bbm angsur turun harga
@suliyadialaviv136,['busukk'],busukk
@umarhar9231,"['wajah', 'binatang', 'berhujud', 'manusia']",wajah binatang berhujud manusia
@arkhanasmara3492,"['rezim', 'korupsi']",rezim korupsi
@pemudajanggutan3622,"['wajib', 'hukum', 'mati', 'sita', 'aset', 'koruptor', 'rakyat', 'wajib', 'referendum', 'referendum', 'wilayah', 'kakek', 'leluhur', 'majapahit', 'terap', 'syariat', 'islam', 'negara', 'india', 'terus', 'pelihara', 'jahat', 'koruptor', 'nusantara', 'jaya', 'rakyat', 'makmur', 'sejahterah', 'gemah', 'rimpah', 'loh', 'jawi', 'salam', 'satrio', 'pingit', 'salam', 'nusantara']",wajib hukum mati sita aset koruptor rakyat wajib referendum referendum wilayah kakek leluhur majapahit terap syariat islam negara india terus pelihara jahat koruptor nusantara jaya rakyat makmur sejahterah gemah rimpah loh jawi salam satrio pingit salam nusantara
@minang7479,"['cocok', 'hukum', 'mati']",cocok hukum mati
@arirahyana6965,"['najis', 'pakai', 'pakein', 'baju', 'suruh', 'pakee', 'enggak', 'pakai', 'baju', 'sklian', 'siram', 'pakai', 'prtamx']",najis pakai pakein baju suruh pakee enggak pakai baju sklian siram pakai prtamx
@mohammadisabarnabas7973,"['moga', 'harga', 'bbm', 'turun']",moga harga bbm turun
@endrocahyono2577,"['turun', 'pasti', 'harga', 'bbm', 'ungkap']",turun pasti harga bbm ungkap
@HericHander,"['astaga', 'kuropsi', 'korupsi', 'cipta', 'undang', 'hukum', 'mati', 'tanah', 'air']",astaga kuropsi korupsi cipta undang hukum mati tanah air
@ripandyripand3547,"['laknat', 'lu', 'babi']",laknat lu babi
@amongus-eq1of,"['matiin', 'apa', 'kasih', 'hidup', 'cuihh']",matiin apa kasih hidup cuihh
@beniteknik7688,"['moga', 'koruptor', 'tangkap']",moga koruptor tangkap
@asamjalan8696,"['benar', 'ungkap', 'sidang', 'kpk', 'harun', 'ku', 'teman', 'teman', 'berani', 'musti', 'berani', 'kpk', 'berani', 'mghadapi', 'kpk']",benar ungkap sidang kpk harun ku teman teman berani musti berani kpk berani mghadapi kpk
@asepmansur6036,"['kayak', 'dipsksakan', 'salah']",kayak dipsksakan salah
@brapogivi1029,"['uang', 'haram', 'enak', 'buu', 'poya', 'mana', 'kesini', 'heppy']",uang haram enak buu poya mana kesini heppy
@amrizalamrizal4220,"['pintar', 'ilmu', 'miskin', 'akal', 'hawanafsunya', 'bawa', 'kjeruji', 'main', 'api', 'imbas', 'kbakar']",pintar ilmu miskin akal hawanafsunya bawa kjeruji main api imbas kbakar
@HabilHameesi,"['gemeteran', 'syok']",gemeteran syok
@MalinNagari,"['karen', 'salah', 'ngawur', 'kpk', 'dirut', 'pertamina', 'periksa', 'dirut', 'nganu', 'adi', 'sucipto', 'semen']",karen salah ngawur kpk dirut pertamina periksa dirut nganu adi sucipto semen
@sinikismX8,"['bongkar', 'libat', 'kalo', 'salah']",bongkar libat kalo salah
@dediamada2008,"['orang', 'pintar', 'tinggal', 'bukti', 'sidang', 'adil', 'pilih', 'acara', 'bagus', 'komisaris', 'titip', 'tim', 'sukses', 'pilpres', 'lintah', 'bumn', 'bumd', 'kue', 'bancak', 'suka', 'singkir']",orang pintar tinggal bukti sidang adil pilih acara bagus komisaris titip tim sukses pilpres lintah bumn bumd kue bancak suka singkir
@AgusRubana-lo8mw,"['bumn', 'untung', 'rugi', 'heran']",bumn untung rugi heran
@rosadinurdin1383,"['jaman', 'surabaya', 'maling', 'kaleng', 'surabaya', 'khianat', 'rakyat', 'bajing']",jaman surabaya maling kaleng surabaya khianat rakyat bajing
@cumahayalan2025,"['gantung', 'langsung', 'koruptor', 'bangst', 'enggak', 'pakai', 'sidang', 'langsung', 'hukum', 'mati', 'rakyat', 'sengsara', 'cari', 'kerja', 'susah', 'cari', 'makan', 'susah', 'korupsi', 'uang', 'negara', 'lsngsung', 'gamtung', 'korptor', 'boskuh']",gantung langsung koruptor bangst enggak pakai sidang langsung hukum mati rakyat sengsara cari kerja susah cari makan susah korupsi uang negara lsngsung gamtung korptor boskuh
@agungyuyun2020,"['tindih', 'gunung', 'hukum', 'kayak', 'sun', 'go', 'kong']",tindih gunung hukum kayak sun go kong
@theharya11,"['beli', 'bbm', 'subsidi', 'pakai', 'barcode', 'its', 'bullshit', 'tau', 'korupsi', 'kayak', 'hukum', 'mati']",beli bbm subsidi pakai barcode its bullshit tau korupsi kayak hukum mati
@kangmasz,"['kpk', 'gebrak', 'nih', 'jagung', 'ungkap', 'besar']",kpk gebrak nih jagung ungkap besar
@AgggTggg,"['hukum', 'mati', 'penjara', 'jera']",hukum mati penjara jera
@zainalarifin9863,"['kalo', 'china', 'korutor', 'langsung', 'tembak', 'mati', 'miskin']",kalo china korutor langsung tembak mati miskin
@manuebbas,"['hukum', 'tahi', 'besok', 'korupsi']",hukum tahi besok korupsi
@aimblck,"['kesel', 'lihat', 'muka', 'pengin', 'ngeludahin']",kesel lihat muka pengin ngeludahin
@sonylaksana4468,"['milu', 'prabowo', 'suka', 'ejek', 'kaum', 'banteng', 'bocoor', 'maksud', 'koruptor', 'bocor', 'uang', 'negara', 'orang', 'pusat', 'mauopun', 'daerah', 'hayo', 'simpatsan', 'kaum', 'pdip', 'kelompok', 'bocor', 'uang', 'rakyat', 'hingga', 'jenderal', 'hasto']",milu prabowo suka ejek kaum banteng bocoor maksud koruptor bocor uang negara orang pusat mauopun daerah hayo simpatsan kaum pdip kelompok bocor uang rakyat hingga jenderal hasto
@DaklanLanka,"['allah', 'parah', 'jabat', 'negriku', 'kekeyaan', 'negara', 'korup', 'ratus', 'trilyun', 'negeri', 'bebas', 'insan', 'korup', 'raja', 'lela', 'koruptor', 'negeri', 'sangsi', 'ringan', 'sayang', 'ribu', 'sayang', 'bangsa', 'kenal', 'religi', 'kenyataanya', 'nilai', 'religi', 'enggak', 'takut', 'makan', 'kendara', 'mewah', 'rumah', 'megah', 'biaya', 'didik', 'anak', 'bekal', 'ibadah', 'nutup', 'hasil', 'korup', 'harta', 'waris', 'keturunanya', 'hasil', 'korup', 'harta', 'pengaruh', 'sikap', 'mental', 'anak', 'cucu', 'buruk', 'pertamggung', 'jawab', 'yme', 'udzubillah']",allah parah jabat negriku kekeyaan negara korup ratus trilyun negeri bebas insan korup raja lela koruptor negeri sangsi ringan sayang ribu sayang bangsa kenal religi kenyataanya nilai religi enggak takut makan kendara mewah rumah megah biaya didik anak bekal ibadah nutup hasil korup harta waris keturunanya hasil korup harta pengaruh sikap mental anak cucu buruk pertamggung jawab yme udzubillah
@Misbahul-,"['awas', 'hukum', 'goblok']",awas hukum goblok
@RidwanFauzi-y3s,"['presiden', 'dukung', 'presiden', 'prabowo', 'prabowo', 'enggak', 'presiden', 'koruptor', 'enggak', 'terus', 'bongkar', 'bongkar', 'koruptor', 'kelas', 'kakap', 'pantau']",presiden dukung presiden prabowo prabowo enggak presiden koruptor enggak terus bongkar bongkar koruptor kelas kakap pantau
@TwindoDelapan,"['anak', 'anakk', 'koruptor', 'keras', 'kepala', 'banyak', 'makan', 'duit', 'haram']",anak anakk koruptor keras kepala banyak makan duit haram
@gunarsagerry3502,"['kuak', 'enggak', 'bagi']",kuak enggak bagi
@sutanharahap3574,"['hukum', 'mati', 'koruptor', 'pls']",hukum mati koruptor pls
@xiov5522,"['salah', 'presiden', 'bawahanya', 'dar', 'pusat', 'khianat']",salah presiden bawahanya dar pusat khianat
@dannugraha6230,"['paehhan', 'we']",paehhan we
@HendraLaksana,"['hukum', 'mati', 'kgk', 'malingx', 'biar', 'kapok']",hukum mati kgk malingx biar kapok
@DaklanLanka,"['moga', 'p', 'presidenprabowo', 'anugerah', 'sehat', 'kuat', 'selamat', 'umur', 'tabah', 'emban', 'tugas', 'rakyat', 'bangsa', 'negara', 'nkri', 'kokoh', 'satu', 'rakyat', 'maju', 'makmur', 'merah', 'putih', 'kibar', 'julang', 'angkasa', 'raya', 'jaya', 'negeri', 'ku', 'rakyat', 'mu', 'p', 'presiden', 'insya', 'allah', 'doa', 'mu', 'negriku', 'bangsa', 'baldatun', 'toyyibatun', 'warobbun', 'ghofur', 'amin']",moga p presidenprabowo anugerah sehat kuat selamat umur tabah emban tugas rakyat bangsa negara nkri kokoh satu rakyat maju makmur merah putih kibar julang angkasa raya jaya negeri ku rakyat mu p presiden insya allah doa mu negriku bangsa baldatun toyyibatun warobbun ghofur amin
@dennyavian9280,"['tikus', 'bumn', 'bikin', 'sengsara', 'rakyat']",tikus bumn bikin sengsara rakyat
@mujiagus7260,"['sikat', 'bersih', 'kuroptor', 'pakan', 'buaya']",sikat bersih kuroptor pakan buaya
@ramidahpaulo123,"['nitizen', 'geubleekk', 'korupsi', 'aparat', 'jabat', 'usaha', 'korban', 'saran', 'jaksa', 'bodoh', 'aparat', 'jabat', 'biang', 'utama', 'korupsi', 'sogok', 'aparat', 'swasta', 'jujur', 'dapat']",nitizen geubleekk korupsi aparat jabat usaha korban saran jaksa bodoh aparat jabat biang utama korupsi sogok aparat swasta jujur dapat
@JajangRohana-g6y,"['hukum', 'mati', 'cocok', 'biar', 'jera']",hukum mati cocok biar jera
@NandarArdiansyah-tw8ss,"['kasih', 'mati', 'sidang', 'duit', 'ambil', 'kasih', 'miskin', 'keluarga']",kasih mati sidang duit ambil kasih miskin keluarga
@Abimanyu3267,"['manusi', 'manusia', 'rakus', 'hati', 'kotor', 'akal', 'sehat']",manusi manusia rakus hati kotor akal sehat
@sonyagung4507,"['manusia', 'kasihan', 'manusia', 'kepala']",manusia kasihan manusia kepala
@user-utknegri00212,"['enggak', 'pakai', 'masker', 'malu', 'wajah', 'maling', 'kelas', 'kakap']",enggak pakai masker malu wajah maling kelas kakap
@taufankusdiyanto4246,"['enak', 'makan', 'enak', 'fasilitas', 'hidup', 'mewah', 'kerja', 'santay', 'duiit', 'syurga', 'dunia', 'rasa', 'dikit', 'masyarakat', 'ri', 'melarat', 'susah', 'makan', 'hidup', 'kontra', 'beli', 'bbm', 'motor', 'anak', 'sekolah', 'cari', 'hutang', 'bla', 'bla', 'blaa', 'baa']",enak makan enak fasilitas hidup mewah kerja santay duiit syurga dunia rasa dikit masyarakat ri melarat susah makan hidup kontra beli bbm motor anak sekolah cari hutang bla bla blaa baa
@yopieeeeeUWU,"['apa', 'pakai', 'masker', 'suruh', 'buka', 'tuh', 'biar', 'muka']",apa pakai masker suruh buka tuh biar muka
@muslimubalya8108,"['hukum', 'mati']",hukum mati
@rafbordir1714,"['muka', 'muak', 'muntah']",muka muak muntah
@bundahermin9951,"['jagung', 'hasil', 'tangkap', 'maling', 'garong', 'kelas', 'kakap', 'rakyat', 'biar', 'faham', 'wajah', 'maling', 'enggak', 'pakai', 'masker']",jagung hasil tangkap maling garong kelas kakap rakyat biar faham wajah maling enggak pakai masker
@gunawanlena2938,"['kiamat', 'rakyat', 'indonesia', 'miskin', 'perintah', 'enggak', 'korupsi', 'hukum', 'mati']",kiamat rakyat indonesia miskin perintah enggak korupsi hukum mati
@samsudinudin8829,"['dasar', 'gaji', 'gede', 'iman', 'hati', 'iman', 'ajar', 'nenek', 'moyang', 'rasuk', 'tolong', 'orang', 'imbal', 'gede', 'ajar', 'nenek', 'moyang', 'iman']",dasar gaji gede iman hati iman ajar nenek moyang rasuk tolong orang imbal gede ajar nenek moyang iman
@sonylaksana4468,"['wauw', 'era', 'prabowo', 'berani', 'jaring', 'puluh', 'koruptor', 'koruptir', 'pusat', 'daerah', 'jabat', 'kenal', 'masyarakat', 'tahu', 'rakyat', 'rakyat', 'jad', 'tau']",wauw era prabowo berani jaring puluh koruptor koruptir pusat daerah jabat kenal masyarakat tahu rakyat rakyat jad tau
@kharismetal6709,"['coba', 'tebak', 'enggak', 'dikorupai', 'negara']",coba tebak enggak dikorupai negara
@tunggulsihombing4849,"['betina', 'rampok', 'bajing']",betina rampok bajing
@alikaaprilia8773,"['keren', 'karen', 'jadi', 'duta', 'koruptor']",keren karen jadi duta koruptor
@HadriTangesow-og3zy,"['suami', 'puan', 'tintaskam', 'surya', 'palo', 'anis', 'r', 'badsedan', 'olidondong', 'kambey', 'ganjar', 'pranowo', 'kader', 'pdi', 'p', 'tintadkam', 'cima', 'pilih', 'orh']",suami puan tintaskam surya palo anis r badsedan olidondong kambey ganjar pranowo kader pdi p tintadkam cima pilih orh
@sahatmarpaung5421,"['enggak', 'kaget', 'korupsi', 'biasa', 'jabat', 'mari', 'lihat']",enggak kaget korupsi biasa jabat mari lihat
@tohirhaqi4825,"['korupsi', 'agenda', 'jabat', 'politik']",korupsi agenda jabat politik
@xiaomi1087,"['arti', 'rugi', 'karen', 'arti', 'rugi', 'rezim', 'arti', 'kpk', 'salah', 'target', 'jabat', 'buang', 'badan', 'nikmat', 'untung']",arti rugi karen arti rugi rezim arti kpk salah target jabat buang badan nikmat untung
@adisasmita386,"['risiko', 'jabat', 'wayang', 'main', 'skenario', 'monitor', 'proses', 'bahan']",risiko jabat wayang main skenario monitor proses bahan
@haryantobaru112,['koruptor'],koruptor
@haryantobaru112,"['koruptor', 'orang', 'laki', 'koruptis', 'perempuan', 'mantap']",koruptor orang laki koruptis perempuan mantap
@langitketujuh4611,"['muka', 'omong', 'isi', 'omong', 'kayak', 'ratna', 'sarumpaet']",muka omong isi omong kayak ratna sarumpaet
@lolitaagustina9356,"['bongkar', 'sisa', 'i', 'sakit', 'kanker', 'bersih', 'bersih', 'bersih', 'enggak', 'kumat', 'moga', 'nyanyi', 'allah', 'terima', 'pengguggur', 'dosa', 'niat', 'bersih', 'tebus', 'salah', 'jabat']",bongkar sisa i sakit kanker bersih bersih bersih enggak kumat moga nyanyi allah terima pengguggur dosa niat bersih tebus salah jabat
@Leeam.092,"['kpk', 'gagal', 'runut', 'benang', 'kusut', 'ringkus', 'mafia', 'asli', 'anjing', 'mafia', 'injak', 'muka']",kpk gagal runut benang kusut ringkus mafia asli anjing mafia injak muka
@joesue3890,"['bukti', 'korupsi', 'anak', 'keluarga', 'malu', 'enggak', 'anak', 'koruptor', 'keluarga', 'koruptor', 'agama']",bukti korupsi anak keluarga malu enggak anak koruptor keluarga koruptor agama
@ryfamily1784,"['accounting', 'bumn', 'seret', 'bapak', 'peser', 'ambi', 'uang', 'lapor', 'audit', 'internal', 'sidang', 'drajat', 'ubah', 'orang', 'nikmat', 'selamat', 'mutasi', 'backup', 'irang', 'untung', 'dekengan', 'kuat', 'dekengane', 'pusat', 'allah', 'allah', 'tolong', 'sega', 'sisi', 'alhamdullilah', 'dibumn', 'orang', 'lihat', 'duit', 'pikiranya', 'suka', 'konslet']",accounting bumn seret bapak peser ambi uang lapor audit internal sidang drajat ubah orang nikmat selamat mutasi backup irang untung dekengan kuat dekengane pusat allah allah tolong sega sisi alhamdullilah dibumn orang lihat duit pikiranya suka konslet
@pesanggempetani480,"['sidang', 'online', 'buka', 'biar', 'rakyat', 'garong', 'uang', 'rakyat', 'media', 'liput']",sidang online buka biar rakyat garong uang rakyat media liput
@pesanggempetani480,"['garong', 'uang', 'rakyat', 'ungkap', 'pertamina', 'bapak', 'mentan', 'meninfo', 'ayo', 'bongkar']",garong uang rakyat ungkap pertamina bapak tan meninfo ayo bongkar
@mubardiegha8237,"['perintah', 'atas', 'kalo', 'laksanakn', 'tegak', 'hukum', 'dngn', 'atas']",perintah atas kalo laksanakn tegak hukum dngn atas
@edytanto8988,"['lho', 'tumbal', 'nama', 'bongkar', 'nihc']",lho tumbal nama bongkar nihc
@Ewesku,"['hukum', 'mati', 'terap', 'korupsi', 'rajalela', 'laku', 'malu']",hukum mati terap korupsi rajalela laku malu
@agungnugroho8078,"['ibuk', 'pion', 'korban']",ibuk pion korban
@HsFarm-k4n,"['kalo', 'uanv', 'ratus', 'miliar', 'deposit', 'bunga', 'kasih', 'makan', 'kampung', 'nama', 'manusia', 'sifat', 'rakus', 'enggak', 'kenyang', 'korupsi']",kalo uanv ratus miliar deposit bunga kasih makan kampung nama manusia sifat rakus enggak kenyang korupsi
@alsakafirendrasopian7399,"['pakai', 'kerudung', 'hijab', 'yachh', 'koruptor', 'enggak', 'takut', 'hukum', 'akherat']",pakai kerudung hijab yachh koruptor enggak takut hukum akherat
